"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"2533","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","54","CommentRequired: Field comments are required","Documentation","CommentRequired"
"2534","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","54","CommentRequired: Field comments are required","Documentation","CommentRequired"
"2535","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","54","DefaultPackage: Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"2536","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","54","DefaultPackage: Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"2537","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","54","LongVariable: Avoid excessively long variable names like mRoutingDirections","Code Style","LongVariable"
"2538","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","54","LongVariable: Avoid excessively long variable names like mRoutingDirections","Code Style","LongVariable"
"2539","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","60","CallSuperInConstructor: It is a good practice to call super() in a constructor","Code Style","CallSuperInConstructor"
"2540","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","60","CallSuperInConstructor: It is a good practice to call super() in a constructor","Code Style","CallSuperInConstructor"
"2541","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","60","UncommentedEmptyConstructor: Document empty constructor","Documentation","UncommentedEmptyConstructor"
"2542","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","60","UncommentedEmptyConstructor: Document empty constructor","Documentation","UncommentedEmptyConstructor"
"2543","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","60","UnnecessaryConstructor: Avoid unnecessary constructors - the compiler will generate these for you","Code Style","UnnecessaryConstructor"
"2544","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","60","UnnecessaryConstructor: Avoid unnecessary constructors - the compiler will generate these for you","Code Style","UnnecessaryConstructor"
"2545","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","63","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"2546","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","63","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"2547","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","63","MethodArgumentCouldBeFinal: Parameter 'listener' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2548","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","63","MethodArgumentCouldBeFinal: Parameter 'listener' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2549","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","63","MethodArgumentCouldBeFinal: Parameter 'routingDirections' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2550","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","63","MethodArgumentCouldBeFinal: Parameter 'routingDirections' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2551","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","69","LongVariable: Avoid excessively long variable names like savedInstanceState","Code Style","LongVariable"
"2552","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","69","LongVariable: Avoid excessively long variable names like savedInstanceState","Code Style","LongVariable"
"2553","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","69","MethodArgumentCouldBeFinal: Parameter 'savedInstanceState' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2554","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","69","MethodArgumentCouldBeFinal: Parameter 'savedInstanceState' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2555","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","76","LongVariable: Avoid excessively long variable names like savedInstanceState","Code Style","LongVariable"
"2556","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","76","LongVariable: Avoid excessively long variable names like savedInstanceState","Code Style","LongVariable"
"2557","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","76","MethodArgumentCouldBeFinal: Parameter 'container' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2558","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","76","MethodArgumentCouldBeFinal: Parameter 'container' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2559","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","76","MethodArgumentCouldBeFinal: Parameter 'inflater' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2560","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","76","MethodArgumentCouldBeFinal: Parameter 'inflater' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2561","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","76","MethodArgumentCouldBeFinal: Parameter 'savedInstanceState' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2562","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","76","MethodArgumentCouldBeFinal: Parameter 'savedInstanceState' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2563","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","77","LocalVariableCouldBeFinal: Local variable 'view' could be declared final","Code Style","LocalVariableCouldBeFinal"
"2564","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","77","LocalVariableCouldBeFinal: Local variable 'view' could be declared final","Code Style","LocalVariableCouldBeFinal"
"2565","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","78","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2566","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","78","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2567","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","81","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2568","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","81","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2569","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","81","LocalVariableCouldBeFinal: Local variable 'listView' could be declared final","Code Style","LocalVariableCouldBeFinal"
"2570","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","81","LocalVariableCouldBeFinal: Local variable 'listView' could be declared final","Code Style","LocalVariableCouldBeFinal"
"2571","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","85","MethodArgumentCouldBeFinal: Parameter 'id' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2572","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","85","MethodArgumentCouldBeFinal: Parameter 'id' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2573","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","85","MethodArgumentCouldBeFinal: Parameter 'parent' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2574","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","85","MethodArgumentCouldBeFinal: Parameter 'parent' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2575","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","85","MethodArgumentCouldBeFinal: Parameter 'position' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2576","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","85","MethodArgumentCouldBeFinal: Parameter 'position' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2577","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","85","MethodArgumentCouldBeFinal: Parameter 'v' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2578","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","85","MethodArgumentCouldBeFinal: Parameter 'v' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2579","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","85","ShortVariable: Avoid variables with short names like id","Code Style","ShortVariable"
"2580","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","85","ShortVariable: Avoid variables with short names like id","Code Style","ShortVariable"
"2581","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","85","ShortVariable: Avoid variables with short names like v","Code Style","ShortVariable"
"2582","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","85","ShortVariable: Avoid variables with short names like v","Code Style","ShortVariable"
"2583","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","95","LongVariable: Avoid excessively long variable names like savedInstanceState","Code Style","LongVariable"
"2584","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","95","LongVariable: Avoid excessively long variable names like savedInstanceState","Code Style","LongVariable"
"2585","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","95","MethodArgumentCouldBeFinal: Parameter 'savedInstanceState' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2586","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","95","MethodArgumentCouldBeFinal: Parameter 'savedInstanceState' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2587","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","95","MethodArgumentCouldBeFinal: Parameter 'view' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2588","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","95","MethodArgumentCouldBeFinal: Parameter 'view' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2589","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","100","MethodArgumentCouldBeFinal: Parameter 'activity' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2590","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","100","MethodArgumentCouldBeFinal: Parameter 'activity' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2591","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","100","UselessOverridingMethod: Overriding method merely calls super","Design","UselessOverridingMethod"
"2592","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","100","UselessOverridingMethod: Overriding method merely calls super","Design","UselessOverridingMethod"
"2593","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","105","UselessOverridingMethod: Overriding method merely calls super","Design","UselessOverridingMethod"
"2594","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","105","UselessOverridingMethod: Overriding method merely calls super","Design","UselessOverridingMethod"
"2595","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","128","StdCyclomaticComplexity: The class 'DirectionsListAdapter' has a Standard Cyclomatic Complexity of 10 (Highest = 25).","Design","StdCyclomaticComplexity"
"2596","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","128","StdCyclomaticComplexity: The class 'DirectionsListAdapter' has a Standard Cyclomatic Complexity of 10 (Highest = 25).","Design","StdCyclomaticComplexity"
"2597","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","129","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"2598","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","129","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"2599","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","129","MethodArgumentCouldBeFinal: Parameter 'directions' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2600","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","129","MethodArgumentCouldBeFinal: Parameter 'directions' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2601","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","134","MethodArgumentCouldBeFinal: Parameter 'convertView' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2602","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","134","MethodArgumentCouldBeFinal: Parameter 'convertView' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2603","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","134","MethodArgumentCouldBeFinal: Parameter 'parent' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2604","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","134","MethodArgumentCouldBeFinal: Parameter 'parent' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2605","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","134","MethodArgumentCouldBeFinal: Parameter 'position' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2606","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","134","MethodArgumentCouldBeFinal: Parameter 'position' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2607","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","5","136","DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'v' (lines '136'-'138').","Error Prone","DataflowAnomalyAnalysis"
"2608","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","5","136","DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'v' (lines '136'-'138').","Error Prone","DataflowAnomalyAnalysis"
"2609","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","136","ShortVariable: Avoid variables with short names like v","Code Style","ShortVariable"
"2610","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","136","ShortVariable: Avoid variables with short names like v","Code Style","ShortVariable"
"2611","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","138","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2612","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","138","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2613","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","138","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2614","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","138","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2615","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","142","LocalVariableCouldBeFinal: Local variable 'direction' could be declared final","Code Style","LocalVariableCouldBeFinal"
"2616","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","142","LocalVariableCouldBeFinal: Local variable 'direction' could be declared final","Code Style","LocalVariableCouldBeFinal"
"2617","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","5","143","DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'imageView' (lines '143'-'154').","Error Prone","DataflowAnomalyAnalysis"
"2618","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","5","143","DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'imageView' (lines '143'-'154').","Error Prone","DataflowAnomalyAnalysis"
"2619","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","143","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2620","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","143","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2621","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","143","LocalVariableCouldBeFinal: Local variable 'imageView' could be declared final","Code Style","LocalVariableCouldBeFinal"
"2622","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","143","LocalVariableCouldBeFinal: Local variable 'imageView' could be declared final","Code Style","LocalVariableCouldBeFinal"
"2623","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","144","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2624","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","144","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2625","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","144","LocalVariableCouldBeFinal: Local variable 'drawable' could be declared final","Code Style","LocalVariableCouldBeFinal"
"2626","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","144","LocalVariableCouldBeFinal: Local variable 'drawable' could be declared final","Code Style","LocalVariableCouldBeFinal"
"2627","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","148","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2628","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","148","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2629","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","149","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2630","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","149","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2631","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","149","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2632","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","149","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2633","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","150","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
